"Date","Price","Open","High","Low","Change %"
"01/02/2015","1.7890","1.3440","1.8600","1.3400","33.41%"
"01/01/2015","1.3410","1.7750","1.8080","1.3370","-23.63%"
"01/12/2014","1.7560","1.9060","2.0500","1.6940","-8.87%"
"01/11/2014","1.9270","2.2230","2.2910","1.9010","-14.36%"
"01/10/2014","2.2500","2.4320","2.4400","1.9370","-7.25%"
"01/09/2014","2.4260","2.3680","2.6030","2.3680","2.41%"
"01/08/2014","2.3690","2.6230","2.6340","2.3400","-9.44%"
"01/07/2014","2.6160","2.6790","2.7860","2.5310","-2.06%"
"01/06/2014","2.6710","2.5850","2.7960","2.5650","4.05%"
"01/05/2014","2.5670","2.6720","2.7450","2.5220","-3.82%"
"01/04/2014","2.6690","2.7520","2.7890","2.5940","-2.56%"
"01/03/2014","2.7390","2.6660","2.8280","2.6380","0.59%"
"01/02/2014","2.7230","2.7180","2.8290","2.6400","0.44%"
"01/01/2014","2.7110","3.0890","3.0920","2.6890","-10.59%"
"01/12/2013","3.0320","2.7950","3.0830","2.7950","9.46%"
"01/11/2013","2.7700","2.6150","2.8700","2.6030","5.60%"
"01/10/2013","2.6230","2.7230","2.8530","2.5260","-3.53%"
"01/09/2013","2.7190","2.8220","3.0510","2.6790","-2.09%"
"01/08/2013","2.7770","2.2860","2.8430","2.2840","17.82%"
"01/07/2013","2.3570","2.4440","2.5130","2.2450","-3.32%"
"01/06/2013","2.4380","2.0120","2.5970","1.9700","21.47%"
"01/05/2013","2.0070","1.6830","2.0360","1.6100","19.89%"
"01/04/2013","1.6740","1.7490","1.8210","1.6250","-4.99%"
"01/03/2013","1.7620","1.9620","2.0740","1.7090","-10.65%"
"01/02/2013","1.9720","2.0930","2.2710","1.9260","-5.87%"
"01/01/2013","2.0950","1.8940","2.1390","1.8940","14.11%"
"01/12/2012","1.8360","1.7680","1.9900","1.7200","3.55%"
"01/11/2012","1.7730","1.8640","1.9100","1.6720","-3.95%"
"01/10/2012","1.8460","1.7290","1.9550","1.6800","7.64%"
"01/09/2012","1.7150","1.6150","1.9870","1.6110","16.35%"
"01/08/2012","1.4740","1.4670","1.7320","1.4370","0.20%"
"01/07/2012","1.4710","1.7070","1.7730","1.4080","-15.02%"
"01/06/2012","1.7310","1.5820","1.8230","1.4390","10.40%"
"01/05/2012","1.5680","2.1070","2.1280","1.5630","-25.69%"
"01/04/2012","2.1100","2.2450","2.2790","2.0090","-4.18%"
"01/03/2012","2.2020","2.1430","2.4880","2.0850","2.51%"
"01/02/2012","2.1480","1.9960","2.2540","1.9730","9.09%"
"01/01/2012","1.9690","1.9710","2.2250","1.9180","-0.40%"
"01/12/2011","1.9770","2.3100","2.4330","1.9220","-14.67%"
"01/11/2011","2.3170","2.3200","2.4570","2.1010","-5.12%"
"01/10/2011","2.4420","2.3760","2.7040","2.1930","0.91%"
"01/09/2011","2.4200","2.6320","2.6350","2.1240","-7.10%"
"01/08/2011","2.6050","2.9000","2.9100","2.2380","-9.11%"
"01/07/2011","2.8660","3.4090","3.4210","2.8560","-15.46%"
"01/06/2011","3.3900","3.3100","3.4040","3.1170","2.76%"
"01/05/2011","3.2990","3.4640","3.4730","3.2830","-5.31%"
"01/04/2011","3.4840","3.7250","3.8490","3.4680","-5.61%"
"01/03/2011","3.6910","3.7080","3.8230","3.4450","0.05%"
"01/02/2011","3.6890","3.6940","3.9060","3.6630","0.82%"
"01/01/2011","3.6590","3.4320","3.7280","3.4150","7.78%"
"01/12/2010","3.3950","3.2620","3.6600","3.2620","5.37%"
"01/11/2010","3.2220","3.0860","3.4200","2.9320","4.88%"
"01/10/2010","3.0720","2.9400","3.1920","2.8160","4.28%"
"01/09/2010","2.9460","2.8360","3.1930","2.8280","3.95%"
"01/08/2010","2.8340","3.3400","3.3740","2.7900","-14.95%"
"01/07/2010","3.3320","3.3530","3.5370","3.2970","-0.77%"
"01/06/2010","3.3580","3.5270","3.6220","3.3050","-6.41%"
"01/05/2010","3.5880","3.8840","4.0250","3.4320","-8.33%"
"01/04/2010","3.9140","3.9140","3.9140","3.9140","-0.79%"
"01/03/2010","3.9450","3.9450","3.9450","3.9450","-2.16%"
"01/02/2010","4.0320","4.0320","4.0320","4.0320","3.38%"
"01/01/2010","3.9000","3.9000","3.9000","3.9000","-2.79%"
"01/12/2009","4.0120","4.0120","4.0120","4.0120","13.82%"
"01/11/2009","3.5250","3.5250","3.5250","3.5250","-2.41%"
"01/10/2009","3.6120","3.6120","3.6120","3.6120","0.56%"
"01/09/2009","3.5920","3.5920","3.5920","3.5920","1.33%"
"01/08/2009","3.5450","3.5450","3.5450","3.5450","-6.69%"
"01/07/2009","3.7990","3.7990","3.7990","3.7990","3.18%"
"01/06/2009","3.6820","3.6820","3.6820","3.6820","-1.23%"
"01/05/2009","3.7280","3.7280","3.7280","3.7280","7.03%"
"01/04/2009","3.4830","3.4830","3.4830","3.4830","10.33%"
"01/03/2009","3.1570","3.1570","3.1570","3.1570","-13.27%"
"01/02/2009","3.6400","3.6400","3.6400","3.6400","-1.67%"
"01/01/2009","3.7020","3.7020","3.7020","3.7020","22.70%"
"01/12/2008","3.0170","3.0170","3.0170","3.0170","-20.04%"
"01/11/2008","3.7730","3.7730","3.7730","3.7730","-16.34%"
"01/10/2008","4.5100","4.5100","4.5100","4.5100","1.21%"
"01/09/2008","4.4560","4.4560","4.4560","4.4560","-0.51%"
"01/08/2008","4.4790","4.4790","4.4790","4.4790","-6.86%"
"01/07/2008","4.8090","4.8090","4.8090","4.8090","-6.26%"
"01/06/2008","5.1300","5.1300","5.1300","5.1300","3.12%"
"01/05/2008","4.9750","4.9750","4.9750","4.9750","6.46%"
"01/04/2008","4.6730","4.6730","4.6730","4.6730","7.35%"
"01/03/2008","4.3530","4.3530","4.3530","4.3530","-5.43%"
"01/02/2008","4.6030","4.6030","4.6030","4.6030","-0.39%"
"01/01/2008","4.6210","4.6210","4.6210","4.6210","0.17%"
"01/12/2007","4.6130","4.6130","4.6130","4.6130","-0.22%"
"01/11/2007","4.6230","4.6230","4.6230","4.6230","-6.36%"
"01/10/2007","4.9370","4.9370","4.9370","4.9370","-2.76%"
"01/09/2007","5.0770","5.0770","5.0770","5.0770","1.36%"
"01/08/2007","5.0090","5.0090","5.0090","5.0090","-3.56%"
"01/07/2007","5.1940","5.1940","5.1940","5.1940","-4.64%"
"01/06/2007","5.4470","5.4470","5.4470","5.4470","4.21%"
"01/05/2007","5.2270","5.2270","5.2270","5.2270","2.31%"
"01/04/2007","5.1090","5.1090","5.1090","5.1090","3.53%"
"01/03/2007","4.9350","4.9350","4.9350","4.9350","2.68%"
"01/02/2007","4.8060","4.8060","4.8060","4.8060","-3.69%"
"01/01/2007","4.9900","4.9900","4.9900","4.9900","4.18%"
"01/12/2006","4.7900","4.7900","4.7900","4.7900","5.41%"
"01/11/2006","4.5440","4.5440","4.5440","4.5440","-0.44%"
"01/10/2006","4.5640","4.5640","4.5640","4.5640","1.58%"
"01/09/2006","4.4930","4.4930","4.4930","4.4930","-1.27%"
"01/08/2006","4.5510","4.5510","4.5510","4.5510","-0.87%"
"01/07/2006","4.5910","4.5910","4.5910","4.5910","-2.61%"
"01/06/2006","4.7140","4.7140","4.7140","4.7140","3.11%"
"01/05/2006","4.5720","4.5720","4.5720","4.5720","-1.47%"
"01/04/2006","4.6400","4.6400","4.6400","4.6400","5.67%"
"01/03/2006","4.3910","4.3910","4.3910","4.3910","4.03%"
"01/02/2006","4.2210","4.2210","4.2210","4.2210","1.17%"
"01/01/2006","4.1720","4.1720","4.1720","4.1720","1.34%"
"01/12/2005","4.1170","4.1170","4.1170","4.1170","-2.63%"
"01/11/2005","4.2280","4.2280","4.2280","4.2280","-2.92%"
"01/10/2005","4.3550","4.3550","4.3550","4.3550","2.23%"
"01/09/2005","4.2600","4.2600","4.2600","4.2600","2.04%"
"01/08/2005","4.1750","4.1750","4.1750","4.1750","-3.00%"
"01/07/2005","4.3040","4.3040","4.3040","4.3040","2.11%"
"01/06/2005","4.2150","4.2150","4.2150","4.2150","-4.27%"
"01/05/2005","4.4030","4.4030","4.4030","4.4030","-2.93%"
"01/04/2005","4.5360","4.5360","4.5360","4.5360","-4.10%"
"01/03/2005","4.7300","4.7300","4.7300","4.7300","-0.65%"
"01/02/2005","4.7610","4.7610","4.7610","4.7610","3.41%"
"01/01/2005","4.6040","4.6040","4.6040","4.6040","0.66%"
"01/12/2004","4.5740","4.5740","4.5740","4.5740","-0.46%"
"01/11/2004","4.5950","4.5950","4.5950","4.5950","-3.22%"
"01/10/2004","4.7480","4.7480","4.7480","4.7480","-1.74%"
"01/09/2004","4.8320","4.8320","4.8320","4.8320","-2.48%"
"01/08/2004","4.9550","4.9550","4.9550","4.9550","-4.16%"
"01/07/2004","5.1700","5.1700","5.1700","5.1700","1.35%"
"01/06/2004","5.1010","5.1010","5.1010","5.1010","-0.97%"
"01/05/2004","5.1510","5.1510","5.1510","5.1510","3.33%"
"01/04/2004","4.9850","4.9850","4.9850","4.9850","4.05%"
"01/03/2004","4.7910","4.7910","4.7910","4.7910","0.63%"
"01/02/2004","4.7610","4.7610","4.7610","4.7610","-2.92%"
"01/01/2004","4.9040","4.9040","4.9040","4.9040","2.87%"
"01/12/2003","4.7670","4.7670","4.7670","4.7670","-5.32%"
"01/11/2003","5.0350","5.0350","5.0350","5.0350","0.54%"
"01/10/2003","5.0080","5.0080","5.0080","5.0080","10.50%"
"01/09/2003","4.5320","4.5320","4.5320","4.5320","-1.54%"
"01/08/2003","4.6030","4.6030","4.6030","4.6030","1.72%"
"01/07/2003","4.5250","4.5250","4.5250","4.5250","8.90%"
"01/06/2003","4.1550","4.1550","4.1550","4.1550","2.31%"
"01/05/2003","4.0610","4.0610","4.0610","4.0610","-6.41%"
"01/04/2003","4.3390","4.3390","4.3390","4.3390","1.26%"
"01/03/2003","4.2850","4.2850","4.2850","4.2850","2.98%"
"01/02/2003","4.1610","4.1610","4.1610","4.1610","-2.62%"
"01/01/2003","4.2730","4.2730","4.2730","4.2730","-2.11%"
"01/12/2002","4.3650","4.3650","4.3650","4.3650","-6.51%"
"01/11/2002","4.6690","4.6690","4.6690","4.6690","2.59%"
"01/10/2002","4.5510","4.5510","4.5510","4.5510","4.24%"
"01/09/2002","4.3660","4.3660","4.3660","4.3660","-5.37%"
"01/08/2002","4.6140","4.6140","4.6140","4.6140","-4.91%"
"01/07/2002","4.8520","4.8520","4.8520","4.8520","-3.00%"
"01/06/2002","5.0020","5.0020","5.0020","5.0020","-4.85%"
"01/05/2002","5.2570","5.2570","5.2570","5.2570","1.39%"
"01/04/2002","5.1850","5.1850","5.1850","5.1850","-2.00%"
"01/03/2002","5.2910","5.2910","5.2910","5.2910","6.20%"
"01/02/2002","4.9820","4.9820","4.9820","4.9820","2.13%"
"01/01/2002","4.8780","4.8780","4.8780","4.8780","-3.44%"
"01/12/2001","5.0520","5.0520","5.0520","5.0520","8.67%"
"01/11/2001","4.6490","4.6490","4.6490","4.6490","2.72%"
"01/10/2001","4.5260","4.5260","4.5260","4.5260","-7.06%"
"01/09/2001","4.8700","4.8700","4.8700","4.8700","0.68%"
"01/08/2001","4.8370","4.8370","4.8370","4.8370","-3.10%"
"01/07/2001","4.9920","4.9920","4.9920","4.9920","-5.53%"
"01/06/2001","5.2840","5.2840","5.2840","5.2840","1.34%"
"01/05/2001","5.2140","5.2140","5.2140","5.2140","1.94%"
"01/04/2001","5.1150","5.1150","5.1150","5.1150","5.51%"
"01/03/2001","4.8480","4.8480","4.8480","4.8480","-0.45%"
"01/02/2001","4.8700","4.8700","4.8700","4.8700","0.77%"
"01/01/2001","4.8330","4.8330","4.8330","4.8330","-0.64%"
"01/12/2000","4.8640","4.8640","4.8640","4.8640","-0.21%"
"01/11/2000","4.8740","4.8740","4.8740","4.8740","-5.43%"
"01/10/2000","5.1540","5.1540","5.1540","5.1540","-0.69%"
"01/09/2000","5.1900","5.1900","5.1900","5.1900","-2.57%"
"01/08/2000","5.3270","5.3270","5.3270","5.3270","2.09%"
"01/07/2000","5.2180","5.2180","5.2180","5.2180","1.28%"
"01/06/2000","5.1520","5.1520","5.1520","5.1520","-0.31%"
"01/05/2000","5.1680","5.1680","5.1680","5.1680","-0.54%"
"01/04/2000","5.1960","5.1960","5.1960","5.1960","-0.74%"
"01/03/2000","5.2350","5.2350","5.2350","5.2350","-3.73%"
"01/02/2000","5.4380","5.4380","5.4380","5.4380","-4.90%"
"01/01/2000","5.7180","5.7180","5.7180","5.7180","4.34%"
"01/12/1999","5.4800","5.4800","5.4800","5.4800","4.84%"
"01/11/1999","5.2270","5.2270","5.2270","5.2270","-3.33%"
"01/10/1999","5.4070","5.4070","5.4070","5.4070","-3.79%"
"01/09/1999","5.6200","5.6200","5.6200","5.6200","8.31%"
"01/08/1999","5.1890","5.1890","5.1890","5.1890","-2.90%"
"01/07/1999","5.3440","5.3440","5.3440","5.3440","5.65%"
"01/06/1999","5.0580","5.0580","5.0580","5.0580","4.10%"
"01/05/1999","4.8590","4.8590","4.8590","4.8590","5.68%"
"01/04/1999","4.5980","4.5980","4.5980","4.5980","0.48%"
"01/03/1999","4.5760","4.5760","4.5760","4.5760","-1.10%"
"01/02/1999","4.6270","4.6270","4.6270","4.6270","11.04%"
"01/01/1999","4.1670","4.1670","4.1670","4.1670","-4.43%"
"01/12/1998","4.3600","4.3600","4.3600","4.3600","-6.84%"
"01/11/1998","4.6800","4.6800","4.6800","4.6800","-7.51%"
"01/10/1998","5.0600","5.0600","5.0600","5.0600","3.46%"
"01/09/1998","4.8910","4.8910","4.8910","4.8910","-8.34%"
"01/08/1998","5.3360","5.3360","5.3360","5.3360","-7.46%"
"01/07/1998","5.7660","5.7660","5.7660","5.7660","-1.18%"
"01/06/1998","5.8350","5.8350","5.8350","5.8350","2.44%"
"01/05/1998","5.6960","5.6960","5.6960","5.6960","-3.26%"
"01/04/1998","5.8880","5.8880","5.8880","5.8880","-0.27%"
"01/03/1998","5.9040","5.9040","5.9040","5.9040","-3.20%"
"01/02/1998","6.0990","6.0990","6.0990","6.0990","0.93%"
"01/01/1998","6.0430","6.0430","6.0430","6.0430","-3.97%"
"01/12/1997","6.2930","6.2930","6.2930","6.2930","-3.10%"
"01/11/1997","6.4940","6.4940","6.4940","6.4940","-0.73%"
"01/10/1997","6.5420","6.5420","6.5420","6.5420","1.60%"
"01/09/1997","6.4390","6.4390","6.4390","6.4390","-8.91%"
"01/08/1997","7.0690","7.0690","7.0690","7.0690","1.07%"
"01/07/1997","6.9940","6.9940","6.9940","6.9940","-1.40%"
"01/06/1997","7.0930","7.0930","7.0930","7.0930","-1.34%"
"01/05/1997","7.1890","7.1890","7.1890","7.1890","-1.43%"
"01/04/1997","7.2930","7.2930","7.2930","7.2930","-4.29%"
"01/03/1997","7.6200","7.6200","7.6200","7.6200","5.51%"
"01/02/1997","7.2220","7.2220","7.2220","7.2220","-2.33%"
"01/01/1997","7.3940","7.3940","7.3940","7.3940","-1.51%"
"01/12/1996","7.5070","7.5070","7.5070","7.5070","2.40%"
"01/11/1996","7.3310","7.3310","7.3310","7.3310","-3.72%"
"01/10/1996","7.6140","7.6140","7.6140","7.6140","-0.44%"
"01/09/1996","7.6480","7.6480","7.6480","7.6480","-3.08%"
"01/08/1996","7.8910","7.8910","7.8910","7.8910","-0.04%"
"01/07/1996","7.8940","7.8940","7.8940","7.8940","0.13%"
"01/06/1996","7.8840","7.8840","7.8840","7.8840","-3.13%"
"01/05/1996","8.1390","8.1390","8.1390","8.1390","1.28%"
"01/04/1996","8.0360","8.0360","8.0360","8.0360","-1.35%"
"01/03/1996","8.1460","8.1460","8.1460","8.1460","1.27%"
"01/02/1996","8.0440","8.0440","8.0440","8.0440","7.53%"
"01/01/1996","7.4810","7.4810","7.4810","7.4810","0.70%"
"01/12/1995","7.4290","7.4290","7.4290","7.4290","-1.52%"
"01/11/1995","7.5440","7.5440","7.5440","7.5440","-4.86%"
"01/10/1995","7.9290","7.9290","7.9290","7.9290","-2.38%"
"01/09/1995","8.1220","8.1220","8.1220","8.1220","0.47%"
"01/08/1995","8.0840","8.0840","8.0840","8.0840","-1.28%"
"01/07/1995","8.1890","8.1890","8.1890","8.1890","-3.39%"
"01/06/1995","8.4760","8.4760","8.4760","8.4760","6.86%"
"01/05/1995","7.9320","7.9320","7.9320","7.9320","-5.96%"
"01/04/1995","8.4350","8.4350","8.4350","8.4350","-0.60%"
"01/03/1995","8.4860","8.4860","8.4860","8.4860","-1.50%"
"01/02/1995","8.6150","8.6150","8.6150","8.6150","-0.28%"
"01/01/1995","8.6390","8.6390","8.6390","8.6390","-0.82%"
"01/12/1994","8.7100","8.7100","8.7100","8.7100","3.09%"
"01/11/1994","8.4490","8.4490","8.4490","8.4490","-3.24%"
"01/10/1994","8.7320","8.7320","8.7320","8.7320","-0.90%"
"01/09/1994","8.8110","8.8110","8.8110","8.8110","3.68%"
"01/08/1994","8.4980","8.4980","8.4980","8.4980","0.24%"
"01/07/1994","8.4780","8.4780","8.4780","8.4780","-1.82%"
"01/06/1994","8.6350","8.6350","8.6350","8.6350","-0.01%"
"01/05/1994","8.6360","8.6360","8.6360","8.6360","10.17%"
"01/04/1994","7.8390","7.8390","7.8390","7.8390","4.53%"
"01/03/1994","7.4990","7.4990","7.4990","7.4990","8.45%"
"01/02/1994","6.9150","6.9150","6.9150","6.9150","11.28%"
"01/01/1994","6.2140","6.2140","6.2140","6.2140","2.04%"
"01/12/1993","6.0900","6.0900","6.0900","6.0900","-7.87%"
"01/11/1993","6.6100","6.6100","6.6100","6.6100","-3.22%"
"01/10/1993","6.8300","6.8300","6.8300","6.8300","-0.87%"
"01/09/1993","6.8900","6.8900","6.8900","6.8900","1.32%"
"01/08/1993","6.8000","6.8000","6.8000","6.8000","-6.85%"
"01/07/1993","7.3000","7.3000","7.3000","7.3000","-4.20%"
"01/06/1993","7.6200","7.6200","7.6200","7.6200","-5.94%"
"01/05/1993","8.1010","8.1010","8.1010","8.1010","-0.01%"
"01/04/1993","8.1020","8.1020","8.1020","8.1020","4.45%"
"01/03/1993","7.7570","7.7570","7.7570","7.7570","-1.00%"
"01/02/1993","7.8350","7.8350","7.8350","7.8350","-3.14%"
"01/01/1993","8.0890","8.0890","8.0890","8.0890","-1.99%"
"01/12/1992","8.2530","8.2530","8.2530","8.2530","-3.59%"
"01/11/1992","8.5600","8.5600","8.5600","8.5600","4.52%"
"01/10/1992","8.1900","8.1900","8.1900","8.1900","-8.70%"
"01/09/1992","8.9700","8.9700","8.9700","8.9700","-6.95%"
"01/08/1992","9.6400","9.6400","9.6400","9.6400","3.43%"
"01/07/1992","9.3200","9.3200","9.3200","9.3200","1.75%"
"01/06/1992","9.1600","9.1600","9.1600","9.1600","2.58%"
"01/05/1992","8.9300","8.9300","8.9300","8.9300","-2.72%"
"01/04/1992","9.1800","9.1800","9.1800","9.1800","-6.99%"
"01/03/1992","9.8700","9.8700","9.8700","9.8700","6.47%"
"01/02/1992","9.2700","9.2700","9.2700","9.2700","-1.49%"
"01/01/1992","9.4100","9.4100","9.4100","9.4100","-3.48%"
"01/12/1991","9.7490","9.7490","9.7490","9.7490","-1.22%"
"01/11/1991","9.8690","9.8690","9.8690","9.8690","1.89%"
"01/10/1991","9.6860","9.6860","9.6860","9.6860","1.07%"
"01/09/1991","9.5830","9.5830","9.5830","9.5830","-3.47%"
"01/08/1991","9.9270","9.9270","9.9270","9.9270","-2.08%"
"01/07/1991","10.1380","10.1380","10.1380","10.1380","-3.39%"
"01/06/1991","10.4940","10.4940","10.4940","10.4940","0.94%"
"01/05/1991","10.3960","10.3960","10.3960","10.3960","1.75%"
