"Date","Price","Open","High","Low","Change %"
"01/04/1991","10.2170","10.2170","10.2170","10.2170","0.95%"
"01/03/1991","10.1210","10.1210","10.1210","10.1210","-0.37%"
"01/02/1991","10.1590","10.1590","10.1590","10.1590","-0.76%"
"01/01/1991","10.2370","10.2370","10.2370","10.2370","-6.37%"
"01/12/1990","10.9330","10.9330","10.9330","10.9330","-1.05%"
"01/11/1990","11.0490","11.0490","11.0490","11.0490","-4.95%"
"01/10/1990","11.6240","11.6240","11.6240","11.6240","-4.55%"
"01/09/1990","12.1780","12.1780","12.1780","12.1780","0.78%"
"01/08/1990","12.0840","12.0840","12.0840","12.0840","1.90%"
"01/07/1990","11.8590","11.8590","11.8590","11.8590","1.00%"
"01/06/1990","11.7420","11.7420","11.7420","11.7420","-3.98%"
"01/05/1990","12.2290","12.2290","12.2290","12.2290","-4.42%"
"01/04/1990","12.7950","12.7950","12.7950","12.7950","5.79%"
"01/03/1990","12.0950","12.0950","12.0950","12.0950","6.12%"
"01/02/1990","11.3980","11.3980","11.3980","11.3980","4.17%"
"01/01/1990","10.9420","10.9420","10.9420","10.9420","6.69%"
"01/12/1989","10.2560","10.2560","10.2560","10.2560","-2.75%"
"01/11/1989","10.5460","10.5460","10.5460","10.5460","3.00%"
"01/10/1989","10.2390","10.2390","10.2390","10.2390","-3.24%"
"01/09/1989","10.5820","10.5820","10.5820","10.5820","4.88%"
"01/08/1989","10.0900","10.0900","10.0900","10.0900","1.30%"
"01/07/1989","9.9610","9.9610","9.9610","9.9610","-5.21%"
"01/06/1989","10.5090","10.5090","10.5090","10.5090","-0.15%"
"01/05/1989","10.5250","10.5250","10.5250","10.5250","2.49%"
"01/04/1989","10.2690","10.2690","10.2690","10.2690","0.75%"
"01/03/1989","10.1930","10.1930","10.1930","10.1930","3.93%"
"01/02/1989","9.8080","9.8080","9.8080","9.8080","-0.98%"
"01/01/1989","9.9050","9.9050","9.9050","9.9050","-3.75%"
"01/12/1988","10.2910","10.2910","10.2910","10.2910","-0.48%"
"01/11/1988","10.3410","10.3410","10.3410","10.3410","5.92%"
"01/10/1988","9.7630","9.7630","9.7630","9.7630","-2.96%"
"01/09/1988","10.0610","10.0610","10.0610","10.0610","-2.66%"
"01/08/1988","10.3360","10.3360","10.3360","10.3360","4.65%"
"01/07/1988","9.8770","9.8770","9.8770","9.8770","0.25%"
"01/06/1988","9.8520","9.8520","9.8520","9.8520","3.79%"
"01/05/1988","9.4920","9.4920","9.4920","9.4920","0.67%"
"01/04/1988","9.4290","9.4290","9.4290","9.4290","2.43%"
"01/03/1988","9.2050","9.2050","9.2050","9.2050","-1.86%"
"01/02/1988","9.3790","9.3790","9.3790","9.3790","-0.81%"
"01/01/1988","9.4560","9.4560","9.4560","9.4560","-1.88%"
"01/12/1987","9.6370","9.6370","9.6370","9.6370","2.97%"
"01/11/1987","9.3590","9.3590","9.3590","9.3590","0.20%"
"01/10/1987","9.3400","9.3400","9.3400","9.3400","-8.27%"
"01/09/1987","10.1820","10.1820","10.1820","10.1820","0.10%"
"01/08/1987","10.1720","10.1720","10.1720","10.1720","3.55%"
"01/07/1987","9.8230","9.8230","9.8230","9.8230","7.20%"
"01/06/1987","9.1630","9.1630","9.1630","9.1630","4.55%"
"01/05/1987","8.7640","8.7640","8.7640","8.7640","-1.31%"
"01/04/1987","8.8800","8.8800","8.8800","8.8800","-3.27%"
"01/03/1987","9.1800","9.1800","9.1800","9.1800","-5.17%"
"01/02/1987","9.6800","9.6800","9.6800","9.6800","-5.47%"
"01/01/1987","10.2400","10.2400","10.2400","10.2400","-3.12%"
"01/12/1986","10.5700","10.5700","10.5700","10.5700","-4.77%"
"01/11/1986","11.1000","11.1000","11.1000","11.1000","1.65%"
"01/10/1986","10.9200","10.9200","10.9200","10.9200","0.55%"
"01/09/1986","10.8600","10.8600","10.8600","10.8600","13.24%"
"01/08/1986","9.5900","9.5900","9.5900","9.5900","-1.13%"
"01/07/1986","9.7000","9.7000","9.7000","9.7000","1.57%"
"01/06/1986","9.5500","9.5500","9.5500","9.5500","2.36%"
"01/05/1986","9.3300","9.3300","9.3300","9.3300","4.95%"
"01/04/1986","8.8900","8.8900","8.8900","8.8900","-2.74%"
"01/03/1986","9.1400","9.1400","9.1400","9.1400","-11.00%"
"01/02/1986","10.2700","10.2700","10.2700","10.2700","-7.64%"
"01/01/1986","11.1200","11.1200","11.1200","11.1200","2.68%"
"01/12/1985","10.8300","10.8300","10.8300","10.8300","1.98%"
"01/11/1985","10.6200","10.6200","10.6200","10.6200","0.47%"
"01/10/1985","10.5700","10.5700","10.5700","10.5700","0.19%"
"01/09/1985","10.5500","10.5500","10.5500","10.5500","-1.03%"
"01/08/1985","10.6600","10.6600","10.6600","10.6600","-0.09%"
"01/07/1985","10.6700","10.6700","10.6700","10.6700","-3.44%"
"01/06/1985","11.0500","11.0500","11.0500","11.0500","-0.54%"
"01/05/1985","11.1100","11.1100","11.1100","11.1100","0.27%"
"01/04/1985","11.0800","11.0800","11.0800","11.0800","-0.09%"
"01/03/1985","11.0900","11.0900","11.0900","11.0900","-2.97%"
"01/02/1985","11.4300","11.4300","11.4300","11.4300","-0.09%"
"01/01/1985","11.4400","11.4400","11.4400","11.4400","3.34%"
"01/12/1984","11.0700","11.0700","11.0700","11.0700","2.98%"
"01/11/1984","10.7500","10.7500","10.7500","10.7500","-2.01%"
"01/10/1984","10.9700","10.9700","10.9700","10.9700","-0.54%"
"01/09/1984","11.0300","11.0300","11.0300","11.0300","-2.39%"
"01/08/1984","11.3000","11.3000","11.3000","11.3000","-7.68%"
"01/07/1984","12.2400","12.2400","12.2400","12.2400","4.62%"
"01/06/1984","11.7000","11.7000","11.7000","11.7000","0.09%"
"01/05/1984","11.6900","11.6900","11.6900","11.6900","6.18%"
"01/04/1984","11.0100","11.0100","11.0100","11.0100","3.38%"
"01/03/1984","10.6500","10.6500","10.6500","10.6500","-1.48%"
"01/02/1984","10.8100","10.8100","10.8100","10.8100","-0.28%"
"01/01/1984","10.8400","10.8400","10.8400","10.8400","0.65%"
"01/12/1983","10.7700","10.7700","10.7700","10.7700","1.51%"
"01/11/1983","10.6100","10.6100","10.6100","10.6100","-2.57%"
"01/10/1983","10.8900","10.8900","10.8900","10.8900","-0.91%"
"01/09/1983","10.9900","10.9900","10.9900","10.9900","-5.18%"
"01/08/1983","11.5900","11.5900","11.5900","11.5900","-0.77%"
"01/07/1983","11.6800","11.6800","11.6800","11.6800","5.04%"
"01/06/1983","11.1200","11.1200","11.1200","11.1200","1.37%"
"01/05/1983","10.9700","10.9700","10.9700","10.9700","-1.61%"
"01/04/1983","11.1500","11.1500","11.1500","11.1500","-1.15%"
"01/03/1983","11.2800","11.2800","11.2800","11.2800","-2.59%"
"01/02/1983","11.5800","11.5800","11.5800","11.5800","-4.53%"
"01/01/1983","12.1300","12.1300","12.1300","12.1300","7.06%"
"01/12/1982","11.3300","11.3300","11.3300","11.3300","-3.41%"
"01/11/1982","11.7300","11.7300","11.7300","11.7300","9.22%"
"01/10/1982","10.7400","10.7400","10.7400","10.7400","-7.89%"
"01/09/1982","11.6600","11.6600","11.6600","11.6600","-3.16%"
"01/08/1982","12.0400","12.0400","12.0400","12.0400","-9.34%"
"01/07/1982","13.2800","13.2800","13.2800","13.2800","-4.32%"
"01/06/1982","13.8800","13.8800","13.8800","13.8800","-0.22%"
"01/05/1982","13.9100","13.9100","13.9100","13.9100","-1.56%"
"01/04/1982","14.1300","14.1300","14.1300","14.1300","2.47%"
"01/03/1982","13.7900","13.7900","13.7900","13.7900","0.22%"
"01/02/1982","13.7600","13.7600","13.7600","13.7600","-6.01%"
"01/01/1982","14.6400","14.6400","14.6400","14.6400","-2.85%"
"01/12/1981","15.0700","15.0700","15.0700","15.0700","5.68%"
"01/11/1981","14.2600","14.2600","14.2600","14.2600","-6.31%"
"01/10/1981","15.2200","15.2200","15.2200","15.2200","-1.42%"
"01/09/1981","15.4400","15.4400","15.4400","15.4400","4.89%"
"01/08/1981","14.7200","14.7200","14.7200","14.7200","0.96%"
"01/07/1981","14.5800","14.5800","14.5800","14.5800","3.04%"
"01/06/1981","14.1500","14.1500","14.1500","14.1500","5.75%"
"01/05/1981","13.3800","13.3800","13.3800","13.3800","1.44%"
"01/04/1981","13.1900","13.1900","13.1900","13.1900","1.38%"
"01/03/1981","13.0100","13.0100","13.0100","13.0100","-1.66%"
"01/02/1981","13.2300","13.2300","13.2300","13.2300","-1.27%"
"01/01/1981","13.4000","13.4000","13.4000","13.4000","0.68%"
"01/12/1980","13.3100","13.3100","13.3100","13.3100","6.31%"
"01/11/1980","12.5200","12.5200","12.5200","12.5200","0.08%"
"01/10/1980","12.5100","12.5100","12.5100","12.5100","-2.42%"
"01/09/1980","12.8200","12.8200","12.8200","12.8200","-2.88%"
"01/08/1980","13.2000","13.2000","13.2000","13.2000","3.77%"
"01/07/1980","12.7200","12.7200","12.7200","12.7200","-1.40%"
"01/06/1980","12.9000","12.9000","12.9000","12.9000","0.86%"
"01/05/1980","12.7900","12.7900","12.7900","12.7900","-2.44%"
"01/04/1980","13.1100","13.1100","13.1100","13.1100","-4.03%"
"01/03/1980","13.6600","13.6600","13.6600","13.6600","-0.15%"
"01/02/1980","13.6800","13.6800","13.6800","13.6800","1.03%"
"01/01/1980","13.5400","13.5400","13.5400","13.5400","-2.73%"
"01/12/1979","13.9200","13.9200","13.9200","13.9200","1.53%"
"01/11/1979","13.7100","13.7100","13.7100","13.7100","8.72%"
"01/10/1979","12.6100","12.6100","12.6100","12.6100","6.32%"
"01/09/1979","11.8600","11.8600","11.8600","11.8600","0.42%"
"01/08/1979","11.8100","11.8100","11.8100","11.8100","-3.04%"
"01/07/1979","12.1800","12.1800","12.1800","12.1800","-0.73%"
"01/06/1979","12.2700","12.2700","12.2700","12.2700","7.54%"
"01/05/1979","11.4100","11.4100","11.4100","11.4100","2.79%"
"01/04/1979","11.1000","11.1000","11.1000","11.1000","1.65%"
"01/03/1979","10.9200","10.9200","10.9200","10.9200","-10.93%"
"01/02/1979","12.2600","12.2600","12.2600","12.2600","-8.64%"
