"Date","Price","Open","High","Low","Change %"
"01/09/2021","0.4110","0.2370","0.4770","0.1770","160.13%"
"01/08/2021","0.1580","0.0710","0.1760","0.0280","159.02%"
"01/07/2021","0.0610","0.0680","0.1610","0.0260","3.39%"
"01/06/2021","0.0590","0.0750","0.1600","0.0120","-10.61%"
"01/05/2021","0.0660","0.0790","0.1260","-0.0020","-21.43%"
"01/04/2021","0.0840","0.1220","0.1220","0.0190","-20.00%"
"01/03/2021","0.1050","0.0930","0.1540","-0.0010","-18.60%"
"01/02/2021","0.1290","-0.1030","0.1490","-0.1090","-227.72%"
"01/01/2021","-0.1010","-0.1530","-0.0510","-0.1830","-34.84%"
"01/12/2020","-0.1550","-0.0190","0.0200","-0.1730","761.11%"
"01/11/2020","-0.0180","-0.0320","0.0480","-0.1010","-25.00%"
"01/10/2020","-0.0240","-0.0110","0.0250","-0.0810","71.43%"
"01/09/2020","-0.0140","-0.0690","-0.0060","-0.1590","-72.00%"
"01/08/2020","-0.0500","-0.0670","0.0360","-0.0920","-30.56%"
"01/07/2020","-0.0720","-0.0580","-0.0410","-0.1300","-12.20%"
"01/06/2020","-0.0820","-0.0270","0.0470","-0.1110","90.70%"
"01/05/2020","-0.0430","0.0200","0.0610","-0.0800","-490.91%"
"01/04/2020","0.0110","0.0830","0.1780","0.0110","-91.79%"
"01/03/2020","0.1340","0.3200","0.5000","-0.0350","-57.46%"
"01/02/2020","0.3150","0.5160","0.5780","0.2620","-38.36%"
"01/01/2020","0.5110","0.5990","0.6440","0.3810","-4.66%"
"01/12/2019","0.5360","0.5770","0.6490","0.4840","-3.07%"
"01/11/2019","0.5530","0.5180","0.6040","0.4710","8.43%"
"01/10/2019","0.5100","0.3860","0.6340","0.3100","38.59%"
"01/09/2019","0.3680","0.3880","0.5860","0.2650","-8.46%"
"01/08/2019","0.4020","0.4560","0.5580","0.3310","-6.07%"
"01/07/2019","0.4280","0.6400","0.6460","0.4280","-30.52%"
"01/06/2019","0.6160","0.5940","0.6390","0.5230","2.16%"
"01/05/2019","0.6030","0.7610","0.8050","0.5820","-20.87%"
"01/04/2019","0.7620","0.6640","0.8280","0.6210","20.38%"
"01/03/2019","0.6330","0.8320","0.8360","0.6210","-23.73%"
"01/02/2019","0.8300","0.7610","0.8590","0.6920","9.93%"
"01/01/2019","0.7550","0.7470","0.8540","0.6830","0.67%"
"01/12/2018","0.7500","0.7850","0.8020","0.6540","-2.34%"
"01/11/2018","0.7680","0.7730","0.8430","0.6760","3.09%"
"01/10/2018","0.7450","0.8260","0.9420","0.7010","-9.26%"
"01/09/2018","0.8210","0.7370","0.8660","0.7120","12.93%"
"01/08/2018","0.7270","0.7900","0.8300","0.6750","-4.84%"
"01/07/2018","0.7640","0.7140","0.7980","0.6890","5.82%"
"01/06/2018","0.7220","0.6430","0.7810","0.6250","18.36%"
"01/05/2018","0.6100","0.7810","0.8680","0.5580","-21.29%"
"01/04/2018","0.7750","0.8110","0.9440","0.7620","-5.49%"
"01/03/2018","0.8200","0.7840","0.9580","0.7360","5.40%"
"01/02/2018","0.7780","0.6810","0.8440","0.5800","17.17%"
"01/01/2018","0.6640","0.4670","0.6660","0.4540","48.88%"
"01/12/2017","0.4460","0.5180","0.5660","0.4060","-13.73%"
"01/11/2017","0.5170","0.4700","0.5490","0.3900","12.64%"
"01/10/2017","0.4590","0.4750","0.5090","0.4020","2.00%"
"01/09/2017","0.4500","0.1750","0.4930","0.1400","155.68%"
"01/08/2017","0.1760","0.2780","0.3050","0.1430","-35.06%"
"01/07/2017","0.2710","0.3680","0.3760","0.2320","-24.30%"
"01/06/2017","0.3580","0.1260","0.3970","0.0700","181.89%"
"01/05/2017","0.1270","0.0830","0.1760","0.0620","67.11%"
"01/04/2017","0.0760","0.1220","0.1560","0.0690","-40.16%"
"01/03/2017","0.1270","0.1270","0.1930","0.0340","29.59%"
"01/02/2017","0.0980","0.1580","0.1670","0.0600","-25.19%"
"01/01/2017","0.1310","0.0670","0.2270","0.0380","65.82%"
"01/12/2016","0.0790","0.1420","0.1940","0.0380","-40.15%"
"01/11/2016","0.1320","0.2930","0.2970","0.0750","-50.56%"
"01/10/2016","0.2670","0.1120","0.3430","0.0840","142.73%"
"01/09/2016","0.1100","0.1640","0.2120","0.0510","-28.57%"
"01/08/2016","0.1540","0.1190","0.2300","0.0840","37.50%"
"01/07/2016","0.1120","0.1030","0.2150","0.0630","1.82%"
"01/06/2016","0.1100","0.4310","0.5550","0.1020","-74.42%"
"01/05/2016","0.4300","0.5300","0.5360","0.3500","-17.31%"
"01/04/2016","0.5200","0.4480","0.5770","0.3520","15.30%"
"01/03/2016","0.4510","0.3930","0.5900","0.3720","19.00%"
"01/02/2016","0.3790","0.3390","0.4360","0.2770","11.47%"
"01/01/2016","0.3400","0.6100","0.6380","0.3250","-48.17%"
"01/12/2015","0.6560","0.6320","0.7090","0.4420","7.36%"
"01/11/2015","0.6110","0.6330","0.8820","0.4980","-2.71%"
"01/10/2015","0.6280","0.6010","0.6650","0.4940","10.56%"
"01/09/2015","0.5680","0.6860","0.7310","0.5370","-16.47%"
"01/08/2015","0.6800","0.5810","0.7300","0.4320","21.21%"
"01/07/2015","0.5610","0.6000","0.6840","0.4480","-1.41%"
"01/06/2015","0.5690","0.5250","0.7160","0.4860","13.80%"
"01/05/2015","0.5000","0.5100","0.6550","0.4710","-5.48%"
"01/04/2015","0.5290","0.4330","0.6130","0.3770","24.18%"
"01/03/2015","0.4260","0.5760","0.6800","0.3590","-5.12%"
"01/02/2015","0.4490","0.3690","0.4700","0.3540","23.35%"
"01/01/2015","0.3640","0.4350","0.6060","0.3110","-18.39%"
"01/12/2014","0.4460","0.4960","0.6040","0.4050","-15.05%"
"01/11/2014","0.5250","0.6430","0.7170","0.4880","-21.52%"
"01/10/2014","0.6690","0.8390","0.8550","0.4760","-20.55%"
"01/09/2014","0.8420","0.8420","0.9260","0.7430","0.00%"
"01/08/2014","0.8420","0.8610","0.9010","0.6490","0.00%"
"01/07/2014","0.8420","0.8770","0.9600","0.8100","-3.11%"
"01/06/2014","0.8690","0.6840","0.9490","0.6460","29.70%"
"01/05/2014","0.6700","0.6910","0.8140","0.6290","-4.83%"
"01/04/2014","0.7040","0.7280","0.7530","0.6060","-2.22%"
"01/03/2014","0.7200","0.4410","0.7540","0.4410","41.45%"
"01/02/2014","0.5090","0.5200","0.5600","0.4520","2.83%"
"01/01/2014","0.4950","0.6190","0.6260","0.4810","-12.54%"
"01/12/2013","0.5660","0.4830","0.6430","0.4320","21.72%"
"01/11/2013","0.4650","0.4200","0.5180","0.3930","8.14%"
"01/10/2013","0.4300","0.4490","0.5270","0.3760","-3.80%"
"01/09/2013","0.4470","0.4530","0.5870","0.3910","3.71%"
"01/08/2013","0.4310","0.2590","0.4980","0.2590","34.27%"
"01/07/2013","0.3210","0.3970","0.4610","0.2680","-18.53%"
"01/06/2013","0.3940","0.3930","0.6280","0.3540","1.03%"
"01/05/2013","0.3900","0.2520","0.4200","0.2040","57.89%"
"01/04/2013","0.2470","0.1880","0.2860","0.1580","19.90%"
"01/03/2013","0.2060","0.2370","0.2990","0.1660","-17.93%"
"01/02/2013","0.2510","0.3810","0.4090","0.1950","-33.77%"
"01/01/2013","0.3790","0.3980","0.4860","0.3320","14.50%"
"01/12/2012","0.3310","0.3160","0.4090","0.2370","4.09%"
"01/11/2012","0.3180","0.2720","0.3810","0.1830","23.26%"
"01/10/2012","0.2580","0.1960","0.3000","0.1690","32.31%"
"01/09/2012","0.1950","0.1950","0.1950","0.1950","121.59%"
"01/08/2012","0.0880","0.0880","0.0880","0.0880","-3.30%"
"01/07/2012","0.0910","0.0910","0.0910","0.0910","-67.84%"
"01/06/2012","0.2830","0.2830","0.2830","0.2830","15.98%"
"01/05/2012","0.2440","0.2440","0.2440","0.2440","-46.37%"
"01/04/2012","0.4550","0.4550","0.4550","0.4550","6.31%"
"01/03/2012","0.4280","0.4280","0.4280","0.4280","3.88%"
"01/02/2012","0.4120","0.4120","0.4120","0.4120","15.73%"
"01/01/2012","0.3560","0.3560","0.3560","0.3560","6.59%"
"01/12/2011","0.3340","0.3340","0.3340","0.3340","-29.54%"
"01/11/2011","0.4740","0.4740","0.4740","0.4740","-13.50%"
"01/10/2011","0.5480","0.5480","0.5480","0.5480","-4.86%"
"01/09/2011","0.5760","0.5760","0.5760","0.5760","-4.32%"
"01/08/2011","0.6020","0.6020","0.6020","0.6020","-5.79%"
"01/07/2011","0.6390","0.6390","0.6390","0.6390","-27.63%"
"01/06/2011","0.8830","0.8830","0.8830","0.8830","-5.36%"
"01/05/2011","0.9330","0.9330","0.9330","0.9330","-15.10%"
"01/04/2011","1.0990","1.0990","1.0990","1.0990","-18.71%"
"01/03/2011","1.3520","1.3520","1.3520","1.3520","-3.22%"
"01/02/2011","1.3970","1.3970","1.3970","1.3970","7.46%"
"01/01/2011","1.3000","1.3000","1.3000","1.3000","19.49%"
"01/12/2010","1.0880","1.0880","1.0880","1.0880","20.49%"
"01/11/2010","0.9030","0.9030","0.9030","0.9030","31.82%"
"01/10/2010","0.6850","0.6850","0.6850","0.6850","6.53%"
"01/09/2010","0.6430","0.6430","0.6430","0.6430","1.26%"
"01/08/2010","0.6350","0.6350","0.6350","0.6350","-17.53%"
"01/07/2010","0.7700","0.7700","0.7700","0.7700","1.85%"
"01/06/2010","0.7560","0.7560","0.7560","0.7560","-13.99%"
"01/05/2010","0.8790","0.8790","0.8790","0.8790","-23.16%"
"01/04/2010","1.1440","1.1440","1.1440","1.1440","12.38%"
"01/03/2010","1.0180","1.0180","1.0180","1.0180","4.95%"
"01/02/2010","0.9700","0.9700","0.9700","0.9700","-26.01%"
"01/01/2010","1.3110","1.3110","1.3110","1.3110","1.24%"
"01/12/2009","1.2950","1.2950","1.2950","1.2950","5.11%"
"01/11/2009","1.2320","1.2320","1.2320","1.2320","42.76%"
"01/10/2009","0.8630","0.8630","0.8630","0.8630","-2.71%"
"01/09/2009","0.8870","0.8870","0.8870","0.8870","4.23%"
"01/08/2009","0.8510","0.8510","0.8510","0.8510","-30.47%"
"01/07/2009","1.2240","1.2240","1.2240","1.2240","-7.27%"
"01/06/2009","1.3200","1.3200","1.3200","1.3200","25.83%"
"01/05/2009","1.0490","1.0490","1.0490","1.0490","0.48%"
"01/04/2009","1.0440","1.0440","1.0440","1.0440","-11.75%"
"01/03/2009","1.1830","1.1830","1.1830","1.1830","-18.47%"
"01/02/2009","1.4510","1.4510","1.4510","1.4510","-1.76%"
"01/01/2009","1.4770","1.4770","1.4770","1.4770","45.23%"
"01/12/2008","1.0170","1.0170","1.0170","1.0170","-53.75%"
"01/11/2008","2.1990","2.1990","2.1990","2.1990","-24.02%"
"01/10/2008","2.8940","2.8940","2.8940","2.8940","-27.58%"
"01/09/2008","3.9960","3.9960","3.9960","3.9960","-11.08%"
"01/08/2008","4.4940","4.4940","4.4940","4.4940","-6.28%"
"01/07/2008","4.7950","4.7950","4.7950","4.7950","-8.23%"
"01/06/2008","5.2250","5.2250","5.2250","5.2250","3.57%"
"01/05/2008","5.0450","5.0450","5.0450","5.0450","16.00%"
"01/04/2008","4.3490","4.3490","4.3490","4.3490","14.18%"
"01/03/2008","3.8090","3.8090","3.8090","3.8090","-9.44%"
"01/02/2008","4.2060","4.2060","4.2060","4.2060","-4.73%"
"01/01/2008","4.4150","4.4150","4.4150","4.4150","0.68%"
"01/12/2007","4.3850","4.3850","4.3850","4.3850","-1.22%"
"01/11/2007","4.4390","4.4390","4.4390","4.4390","-13.33%"
"01/10/2007","5.1220","5.1220","5.1220","5.1220","-0.35%"
"01/09/2007","5.1400","5.1400","5.1400","5.1400","-3.42%"
"01/08/2007","5.3220","5.3220","5.3220","5.3220","-2.72%"
"01/07/2007","5.4710","5.4710","5.4710","5.4710","-4.85%"
"01/06/2007","5.7500","5.7500","5.7500","5.7500","0.77%"
"01/05/2007","5.7060","5.7060","5.7060","5.7060","3.01%"
"01/04/2007","5.5390","5.5390","5.5390","5.5390","2.31%"
"01/03/2007","5.4140","5.4140","5.4140","5.4140","1.61%"
"01/02/2007","5.3280","5.3280","5.3280","5.3280","-2.79%"
"01/01/2007","5.4810","5.4810","5.4810","5.4810","5.48%"
"01/12/2006","5.1960","5.1960","5.1960","5.1960","3.88%"
"01/11/2006","5.0020","5.0020","5.0020","5.0020","-1.24%"
"01/10/2006","5.0650","5.0650","5.0650","5.0650","3.77%"
"01/09/2006","4.8810","4.8810","4.8810","4.8810","-0.04%"
"01/08/2006","4.8830","4.8830","4.8830","4.8830","3.85%"
"01/07/2006","4.7020","4.7020","4.7020","4.7020","-1.96%"
"01/06/2006","4.7960","4.7960","4.7960","4.7960","2.48%"
"01/05/2006","4.6800","4.6800","4.6800","4.6800","1.25%"
"01/04/2006","4.6220","4.6220","4.6220","4.6220","3.42%"
"01/03/2006","4.4690","4.4690","4.4690","4.4690","2.66%"
"01/02/2006","4.3530","4.3530","4.3530","4.3530","0.95%"
"01/01/2006","4.3120","4.3120","4.3120","4.3120","2.76%"
"01/12/2005","4.1960","4.1960","4.1960","4.1960","-2.17%"
"01/11/2005","4.2890","4.2890","4.2890","4.2890","-0.35%"
"01/10/2005","4.3040","4.3040","4.3040","4.3040","3.16%"
"01/09/2005","4.1720","4.1720","4.1720","4.1720","1.02%"
"01/08/2005","4.1300","4.1300","4.1300","4.1300","-0.27%"
"01/07/2005","4.1410","4.1410","4.1410","4.1410","0.75%"
"01/06/2005","4.1100","4.1100","4.1100","4.1100","-6.25%"
"01/05/2005","4.3840","4.3840","4.3840","4.3840","-2.71%"
"01/04/2005","4.5060","4.5060","4.5060","4.5060","-3.94%"
"01/03/2005","4.6910","4.6910","4.6910","4.6910","-0.78%"
"01/02/2005","4.7280","4.7280","4.7280","4.7280","6.03%"
"01/01/2005","4.4590","4.4590","4.4590","4.4590","1.13%"
"01/12/2004","4.4090","4.4090","4.4090","4.4090","1.82%"
"01/11/2004","4.3300","4.3300","4.3300","4.3300","-4.44%"
"01/10/2004","4.5310","4.5310","4.5310","4.5310","-1.91%"
"01/09/2004","4.6190","4.6190","4.6190","4.6190","-4.63%"
"01/08/2004","4.8430","4.8430","4.8430","4.8430","-5.48%"
"01/07/2004","5.1240","5.1240","5.1240","5.1240","4.68%"
"01/06/2004","4.8950","4.8950","4.8950","4.8950","-0.53%"
"01/05/2004","4.9210","4.9210","4.9210","4.9210","6.42%"
"01/04/2004","4.6240","4.6240","4.6240","4.6240","3.40%"
"01/03/2004","4.4720","4.4720","4.4720","4.4720","3.93%"
"01/02/2004","4.3030","4.3030","4.3030","4.3030","-3.95%"
"01/01/2004","4.4800","4.4800","4.4800","4.4800","3.44%"
"01/12/2003","4.3310","4.3310","4.3310","4.3310","-6.86%"
"01/11/2003","4.6500","4.6500","4.6500","4.6500","-0.06%"
"01/10/2003","4.6530","4.6530","4.6530","4.6530","13.13%"
"01/09/2003","4.1130","4.1130","4.1130","4.1130","-1.84%"
"01/08/2003","4.1900","4.1900","4.1900","4.1900","8.44%"
"01/07/2003","3.8640","3.8640","3.8640","3.8640","7.69%"
"01/06/2003","3.5880","3.5880","3.5880","3.5880","2.72%"
"01/05/2003","3.4930","3.4930","3.4930","3.4930","-6.88%"
"01/04/2003","3.7510","3.7510","3.7510","3.7510","5.96%"
"01/03/2003","3.5400","3.5400","3.5400","3.5400","4.80%"
"01/02/2003","3.3780","3.3780","3.3780","3.3780","-9.29%"
"01/01/2003","3.7240","3.7240","3.7240","3.7240","-0.43%"
"01/12/2002","3.7400","3.7400","3.7400","3.7400","-10.33%"
"01/11/2002","4.1710","4.1710","4.1710","4.1710","13.99%"
"01/10/2002","3.6590","3.6590","3.6590","3.6590","3.36%"
"01/09/2002","3.5400","3.5400","3.5400","3.5400","-9.23%"
"01/08/2002","3.9000","3.9000","3.9000","3.9000","-6.32%"
"01/07/2002","4.1630","4.1630","4.1630","4.1630","-11.18%"
"01/06/2002","4.6870","4.6870","4.6870","4.6870","-3.08%"
"01/05/2002","4.8360","4.8360","4.8360","4.8360","0.54%"
"01/04/2002","4.8100","4.8100","4.8100","4.8100","-5.31%"
"01/03/2002","5.0800","5.0800","5.0800","5.0800","9.67%"
"01/02/2002","4.6320","4.6320","4.6320","4.6320","-1.55%"
"01/01/2002","4.7050","4.7050","4.7050","4.7050","-0.88%"
"01/12/2001","4.7470","4.7470","4.7470","4.7470","7.89%"
"01/11/2001","4.4000","4.4000","4.4000","4.4000","5.90%"
"01/10/2001","4.1550","4.1550","4.1550","4.1550","-7.28%"
"01/09/2001","4.4810","4.4810","4.4810","4.4810","-8.63%"
"01/08/2001","4.9040","4.9040","4.9040","4.9040","-5.76%"
"01/07/2001","5.2040","5.2040","5.2040","5.2040","-5.79%"
"01/06/2001","5.5240","5.5240","5.5240","5.5240","4.31%"
"01/05/2001","5.2960","5.2960","5.2960","5.2960","3.62%"
"01/04/2001","5.1110","5.1110","5.1110","5.1110","2.82%"
"01/03/2001","4.9710","4.9710","4.9710","4.9710","-2.62%"
"01/02/2001","5.1050","5.1050","5.1050","5.1050","-2.00%"
"01/01/2001","5.2090","5.2090","5.2090","5.2090","-1.49%"
"01/12/2000","5.2880","5.2880","5.2880","5.2880","-3.80%"
"01/11/2000","5.4970","5.4970","5.4970","5.4970","-4.57%"
"01/10/2000","5.7600","5.7600","5.7600","5.7600","-1.47%"
"01/09/2000","5.8460","5.8460","5.8460","5.8460","-3.42%"
"01/08/2000","6.0530","6.0530","6.0530","6.0530","0.17%"
"01/07/2000","6.0430","6.0430","6.0430","6.0430","0.97%"
"01/06/2000","5.9850","5.9850","5.9850","5.9850","-4.95%"
"01/05/2000","6.2970","6.2970","6.2970","6.2970","0.56%"
"01/04/2000","6.2620","6.2620","6.2620","6.2620","0.08%"
"01/03/2000","6.2570","6.2570","6.2570","6.2570","-1.06%"
"01/02/2000","6.3240","6.3240","6.3240","6.3240","-4.01%"
"01/01/2000","6.5880","6.5880","6.5880","6.5880","3.02%"
"01/12/1999","6.3950","6.3950","6.3950","6.3950","1.98%"
"01/11/1999","6.2710","6.2710","6.2710","6.2710","2.60%"
"01/10/1999","6.1120","6.1120","6.1120","6.1120","-0.37%"
"01/09/1999","6.1350","6.1350","6.1350","6.1350","7.01%"
"01/08/1999","5.7330","5.7330","5.7330","5.7330","0.33%"
"01/07/1999","5.7140","5.7140","5.7140","5.7140","6.19%"
"01/06/1999","5.3810","5.3810","5.3810","5.3810","4.53%"
"01/05/1999","5.1480","5.1480","5.1480","5.1480","3.33%"
"01/04/1999","4.9820","4.9820","4.9820","4.9820","4.18%"
"01/03/1999","4.7820","4.7820","4.7820","4.7820","-2.88%"
"01/02/1999","4.9240","4.9240","4.9240","4.9240","1.78%"
"01/01/1999","4.8380","4.8380","4.8380","4.8380","-0.92%"
"01/12/1998","4.8828","4.8828","4.8828","4.8828","-7.61%"
"01/11/1998","5.2850","5.2850","5.2850","5.2850","-0.90%"
"01/10/1998","5.3330","5.3330","5.3330","5.3330","-1.66%"
"01/09/1998","5.4230","5.4230","5.4230","5.4230","-12.01%"
"01/08/1998","6.1630","6.1630","6.1630","6.1630","-8.82%"
"01/07/1998","6.7590","6.7590","6.7590","6.7590","-1.97%"
"01/06/1998","6.8950","6.8950","6.8950","6.8950","8.45%"
"01/05/1998","6.3580","6.3580","6.3580","6.3580","-3.56%"
"01/04/1998","6.5930","6.5930","6.5930","6.5930","-2.22%"
"01/03/1998","6.7430","6.7430","6.7430","6.7430","-1.19%"
"01/02/1998","6.8240","6.8240","6.8240","6.8240","3.50%"
"01/01/1998","6.5930","6.5930","6.5930","6.5930","-3.77%"
"01/12/1997","6.8510","6.8510","6.8510","6.8510","-3.89%"
"01/11/1997","7.1280","7.1280","7.1280","7.1280","3.98%"
"01/10/1997","6.8550","6.8550","6.8550","6.8550","-0.71%"
"01/09/1997","6.9040","6.9040","6.9040","6.9040","-2.39%"
"01/08/1997","7.0730","7.0730","7.0730","7.0730","1.42%"
"01/07/1997","6.9740","6.9740","6.9740","6.9740","-1.32%"
"01/06/1997","7.0670","7.0670","7.0670","7.0670","3.32%"
"01/05/1997","6.8400","6.8400","6.8400","6.8400","-0.75%"
"01/04/1997","6.8920","6.8920","6.8920","6.8920","-1.42%"
"01/03/1997","6.9916","6.9916","6.9916","6.9916","7.38%"
"01/02/1997","6.5110","6.5110","6.5110","6.5110","0.76%"
"01/01/1997","6.4620","6.4620","6.4620","6.4620","-6.73%"
"01/12/1996","6.9280","6.9280","6.9280","6.9280","2.79%"
"01/11/1996","6.7400","6.7400","6.7400","6.7400","3.55%"
"01/10/1996","6.5090","6.5090","6.5090","6.5090","5.31%"
"01/09/1996","6.1810","6.1810","6.1810","6.1810","0.73%"
"01/08/1996","6.1360","6.1360","6.1360","6.1360","-1.92%"
"01/07/1996","6.2560","6.2560","6.2560","6.2560","-2.16%"
"01/06/1996","6.3940","6.3940","6.3940","6.3940","-4.87%"
"01/05/1996","6.7210","6.7210","6.7210","6.7210","1.16%"
"01/04/1996","6.6440","6.6440","6.6440","6.6440","-3.33%"
"01/03/1996","6.8730","6.8730","6.8730","6.8730","5.19%"
"01/02/1996","6.5340","6.5340","6.5340","6.5340","5.76%"
"01/01/1996","6.1780","6.1780","6.1780","6.1780","-2.49%"
"01/12/1995","6.3360","6.3360","6.3360","6.3360","1.46%"
"01/11/1995","6.2450","6.2450","6.2450","6.2450","-7.63%"
"01/10/1995","6.7610","6.7610","6.7610","6.7610","-1.27%"
"01/09/1995","6.8480","6.8480","6.8480","6.8480","-1.75%"
"01/08/1995","6.9700","6.9700","6.9700","6.9700","-3.03%"
"01/07/1995","7.1880","7.1880","7.1880","7.1880","-6.20%"
"01/06/1995","7.6630","7.6630","7.6630","7.6630","3.64%"
"01/05/1995","7.3940","7.3940","7.3940","7.3940","-7.56%"
"01/04/1995","7.9990","7.9990","7.9990","7.9990","0.67%"
"01/03/1995","7.9460","7.9460","7.9460","7.9460","-3.26%"
"01/02/1995","8.2140","8.2140","8.2140","8.2140","4.40%"
"01/01/1995","7.8680","7.8680","7.8680","7.8680","-2.72%"
"01/12/1994","8.0880","8.0880","8.0880","8.0880","5.05%"
"01/11/1994","7.6990","7.6990","7.6990","7.6990","-2.62%"
"01/10/1994","7.9060","7.9060","7.9060","7.9060","-1.34%"
"01/09/1994","8.0130","8.0130","8.0130","8.0130","5.39%"
"01/08/1994","7.6030","7.6030","7.6030","7.6030","-0.73%"
"01/07/1994","7.6590","7.6590","7.6590","7.6590","4.25%"
"01/06/1994","7.3470","7.3470","7.3470","7.3470","-0.05%"
"01/05/1994","7.3510","7.3510","7.3510","7.3510","26.28%"
"01/04/1994","5.8210","5.8210","5.8210","5.8210","1.62%"
"01/03/1994","5.7280","5.7280","5.7280","5.7280","12.09%"
"01/02/1994","5.1100","5.1100","5.1100","5.1100","0.55%"
"01/01/1994","5.0820","5.0820","5.0820","5.0820","1.57%"
"01/12/1993","5.0036","5.0036","5.0036","5.0036","-5.09%"
"01/11/1993","5.2720","5.2720","5.2720","5.2720","-1.28%"
"01/10/1993","5.3403","5.3403","5.3403","5.3403","-5.86%"
"01/09/1993","5.6730","5.6730","5.6730","5.6730","1.24%"
"01/08/1993","5.6033","5.6033","5.6033","5.6033","-0.31%"
"01/07/1993","5.6209","5.6209","5.6209","5.6209","-6.62%"
"01/06/1993","6.0197","6.0197","6.0197","6.0197","-4.86%"
"01/05/1993","6.3270","6.3270","6.3270","6.3270","-1.49%"
"01/04/1993","6.4228","6.4228","6.4228","6.4228","5.75%"
"01/03/1993","6.0737","6.0737","6.0737","6.0737","3.22%"
"01/02/1993","5.8841","5.8841","5.8841","5.8841","-4.74%"
"01/01/1993","6.1768","6.1768","6.1768","6.1768","-6.45%"
"01/12/1992","6.6025","6.6025","6.6025","6.6025","-3.46%"
"01/11/1992","6.8388","6.8388","6.8388","6.8388","3.86%"
"01/10/1992","6.5844","6.5844","6.5844","6.5844","-19.37%"
"01/09/1992","8.1664","8.1664","8.1664","8.1664","-19.45%"
"01/08/1992","10.1377","10.1377","10.1377","10.1377","4.50%"
"01/07/1992","9.7013","9.7013","9.7013","9.7013","4.21%"
"01/06/1992","9.3092","9.3092","9.3092","9.3092","1.60%"
"01/05/1992","9.1623","9.1623","9.1623","9.1623","-3.52%"
"01/04/1992","9.4969","9.4969","9.4969","9.4969","-7.53%"
"01/03/1992","10.2703","10.2703","10.2703","10.2703","8.71%"
"01/02/1992","9.4476","9.4476","9.4476","9.4476","-1.29%"
"01/01/1992","9.5711","9.5711","9.5711","9.5711","-6.66%"
"01/12/1991","10.2541","10.2541","10.2541","10.2541","3.37%"
"01/11/1991","9.9201","9.9201","9.9201","9.9201","2.28%"
"01/10/1991","9.6994","9.6994","9.6994","9.6994","1.32%"
"01/09/1991","9.5728","9.5728","9.5728","9.5728","-4.36%"
"01/08/1991","10.0088","10.0088","10.0088","10.0088","-2.14%"
"01/07/1991","10.2278","10.2278","10.2278","10.2278","-0.85%"
"01/06/1991","10.3157","10.3157","10.3157","10.3157","0.63%"
